Company_Name,Leaders,No_of_Employee,Funding Type,Yr,Software Type,Industry,Category,Size,Website,LinkedIn,Address
Advantco,Michael Le,51-200 employees,Self-funded,Founded: 2007,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Medium,advantco.com,https://www.linkedin.com/company/advantco-international-llc/about/,"8601 Six Forks Road, Suite 400, Raleigh, NC 27615, US"
Agastha,Mohan Korrapati,11-50 employees,Self-funded,Founded: 2003,B2B SaaS,Healthcare,Business Mgt and ERP,Small,www.agastha.com,https://www.linkedin.com/company/agastha-inc/about/,"11540 N.Community House Road, Suite 100, Charlotte, NC 28277"
Agerpoint,Kevin Lang,11-50 employees,VC-funded,Founded: 2012,B2B SaaS,Agriculture,Analytics and BI,Small,www.agerpoint.com,https://www.linkedin.com/company/agerpoint-inc-/about/,"5 Laboratory Drive, Suite 3250, Research Triangle Park, North Carolina 27709"
AgileSite,Eric Garrison,11-50 employees,Self-funded,Founded: 2001,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Small,agilesite.com,https://www.linkedin.com/company/agilesite/about/,"169 Boone Street Square #230, Hillsborough, NC 27278"
AgRenaissance Software,David Krueger,1-10 employees,Self-funded,Founded: 2000,B2B SaaS,Agriculture,Business Mgt and ERP,Startup,agrenaissance.com,https://www.linkedin.com/company/agilesite/about/,"Raleigh, NC"
All Elements,Mutuk Karpakakunjaram,1-10 employees,Self-funded,Founded: 2014,B2B SaaS,Horizontal,HR and Recruiting,Startup,www.allelements.com,https://www.linkedin.com/company/allelements,"Durham, NC"
Allstacks,Hersh Tapadia,11-50 employees,Angel or Seed funding,Founded: 2017,B2B SaaS,Horizontal,Communications,Small,www.allstacks.com,https://www.linkedin.com/company/allstacks/about/,"224 Fayetteville Street, Raleigh, NC 27601"
Amissa,Jon A. Corkey,1-10 employees,Other,Founded: 2017,B2B SaaS,Healthcare,AI and Machine Learning,Startup,www.amissa.com,https://www.linkedin.com/company/amissa/about/,"9313 Robert D Snyder Rd, Charlotte, North Carolina 28262, US"
AMS Software,Null,1-10 employees,Self-funded,Founded: 1989,B2B SaaS,Healthcare,Practice Management,Startup,www.ams-software.com,https://www.linkedin.com/company/ams-software-inc./about/,"Wake Forest, NC"
Andreoli Software,David Andreoli,11-50 employees,Self-funded,Founded: 1985,B2B SaaS,Automotive,Business Mgt and ERP,Small,www.hitstiresoftware.com,https://www.linkedin.com/company/andreoli-software/about/,"13801 Reese Blvd. West, Suite 200, Huntersville, NC 28078, US"
Anecom,Raja Gopalan,11-50 employees,Self-funded,Founded: 1999,B2B SaaS,Horizontal,Logistics and Supply Chain,Small,www.anecom.com,https://www.linkedin.com/company/anecom-inc/about/,"Kernersville, NC"
AnswerHub,Terry Waters,51-200 employees,Self-funded,Founded: 2009,B2B SaaS,Horizontal,Communications,Medium,www.answerhub.com,https://www.linkedin.com/company/answerhub/about/,"600 Park Offices Dr STE , 300, Research Triangle Park, North Carolina 27713, US"
aPersona,Kelly Sparks,11-50 employees,VC-funded,Founded: 2011,B2B SaaS,Horizontal,Cybersecurity,Small,apersona.com,https://www.linkedin.com/company/apersona/about/,"13200 Strickland Rd., Suite 114-120, Raleigh, NC 27613"
apexanalytix,Steve Yurko,201-500 employees,Private Equity Funding,Founded: 1988,B2B SaaS,Horizontal,Compliance,Medium,www.apexanalytix.com,https://www.linkedin.com/company/apex-analytix/about/,"1501 Highwoods Blvd, Ste 200, Greensboro, NC 27410-2047"
Apollonian Publications,Caroline Coltrane,1-10 employees,Self-funded,Founded: 2001,B2B SaaS,Horizontal,Analytics and BI,Startup,realitycharting.com,https://www.linkedin.com/company/apollonian-publications-llc/about/,"Raleigh, NC"
ApplicantStack by Swipeclock,Coleman Barney,51-200 employees,Self-funded,Founded: 1999,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.applicantstack.com,https://www.linkedin.com/company/swipeclock/about/,"Cary, NC"
Applications Studio,James Oanta,1-10 employees,Self-funded,Founded: 2020,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,applications.studio,https://www.linkedin.com/company/applications-studio/about/,"Raleigh, NC"
AppSmart,Nicolas Desmarais,51-200 employees,Self-funded,Founded: 2009,B2B SaaS,Horizontal,Marketplace,Medium,appsmart.com,https://www.linkedin.com/company/appsmartcom/about/,"3128 Highwood Blvd., Raleigh, NC 27604"
Araize,Joseph Scarano,1-10 employees,Self-funded,Founded: 1984,B2B SaaS,Non-Profit,Accounting and Finance,Startup,www.araize.com,https://www.linkedin.com/company/araize-inc/about/,"27 Kingswood Lane, Chapel Hill, NC 27517, US"
ARCHIBUS Solution Centers,Steve Pogoloff,51-200 employees,Self-funded,Founded: 1990,B2B SaaS,Horizontal,Business Mgt and ERP,Medium,www.asc-rt.com,https://www.linkedin.com/company/archibus-solution-centers---rt/about/,"324 Blackwell Street, Suite 1204, Washington Bldg – Bay 12, Durham, NC 27701, US"
ARDIS,James Arnold,11-50 employees,Self-funded,Founded: 1983,B2B SaaS,Manufacturing,Business Mgt and ERP,Small,www.ardisus.com,https://www.linkedin.com/company/ardis-information-systems-n-v-/about/,"One Copley Parkway, Suite 220, Morrisville, NC 27560"
Arpio,Doug Neumann,1-10 employees,Angel or Seed funding,Founded: 2018,B2B SaaS,Horizontal,IT Mgt,Startup,arpio.io,https://www.linkedin.com/company/arpio/about/,"201 W Main St, Durham, North Carolina 27701, US"
ArtistEcard,Null,11-50 employees,Self-funded,Founded: 2009,B2B SaaS,"Entertainment, Hospitality, Travel",Cloud and Software Dev Tools,Small,artistecard.com,https://www.linkedin.com/company/artistecard-inc/about/,"Mount Holly, NC"
Asimetrix,Juan Pedro Fernandez Sanin,1-10 employees,Self-funded,Founded: 2016,B2B SaaS,Food,Analytics and BI,Startup,www.asimetrix.co,https://www.linkedin.com/company/artistecard-inc/about/,"1307 Person St, Durham, NC 27703"
Atlas Certified,Dan Mohn,1-10 employees,Self-funded,Founded: 2014,B2B SaaS,Horizontal,HR and Recruiting,Startup,atlascertified.com,https://www.linkedin.com/company/atlas-certified/about/,"801 N West St, Raleigh, North Carolina 27603, US"
Auction Edge,Dan Diedrich,51-200 employees,Self-funded,Founded: 2012,B2B SaaS,Automotive,Practice Management,Medium,www.auctionedge.com,https://www.auctionedge.com/,"Charlotte, NC"
Automated Insights,Erik Swanson,51-200 employees,Acquired,Founded: 2007,B2B SaaS,Horizontal,AI and Machine Learning,Medium,www.automatedinsights.com,https://www.linkedin.com/company/automated-insights-inc-/about/,"Durham, NC"
Automation Intellect,Brad DeMarco,11-50 employees,VC-funded,Founded: 2016,B2B SaaS,Manufacturing,Analytics and BI,Small,www.automationintellect.com,https://www.linkedin.com/company/automation-intellect/about/,"11435 Granite Street, Charlotte, NC 28273"
AvidXchange,Michael Praeger,1001-5000 employees,Public,Founded: 2000,B2B SaaS,Horizontal,Accounting and Finance,Large,www.avidxchange.com,https://www.linkedin.com/company/avidxchange-inc-/about/,"1210 AvidXchange Lane, Charlotte, NC, 28206"
BarShift,Mike Matsinger,11-50 employees,Self-funded,Founded: 2018,B2B SaaS,"Entertainment, Hospitality, Travel",Sales and Marketing,Small,www.shiftyourbar.com,https://www.linkedin.com/company/barshift/about/,"Durham, NC"
Benedict group,Tom Scott,11-50 employees,Self-funded,Founded: 1988,B2B SaaS,Financial Services,Business Mgt and ERP,Small,benedictgroup.com,https://www.linkedin.com/company/benedictgroup/about/,"Elizabeth City, NC"
BizNuvo,Ravi Modukuri,1-10 employees,Self-funded,Founded: 2016,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,biznuvo.com,https://www.linkedin.com/company/biznuvo.com/about/,"11520 North Community House Rd, Suite 250, Charlotte, NC 28277, US"
Bloom AI,Amit Shanker,11-50 employees,Self-funded,Founded: 2021,B2B SaaS,Horizontal,Sales and Marketing,Small,bloomai.co,https://www.linkedin.com/company/bloomai-inc/about/,"Raleigh, NC"
BlueRecruit,Rich Camacho,1-10 employees,Angel or Seed funding,Founded: 2019,B2B SaaS,Construction,HR and Recruiting,Startup,bluerecruit.us,https://www.linkedin.com/company/blue-recruit-inc/about/,"1 Glenwood Ave, Raleigh, North Carolina 27603, US"
Bluetick,Michael Mills,11-50 employees,Self-funded,Founded: 2009,B2B SaaS,"Energy, Gas, Oil, Utilities",Business Mgt and ERP,Small,bluetickinc.com,https://www.linkedin.com/company/bluetick-inc-/about/,"1501 Highwoods Blvd., Suite 104, Greensboro, North Carolina 27410, US"
Bluwave,Albert M.,11-50 employees,Acquired,Founded: 2010,B2B SaaS,Healthcare,Practice Management,Small,www.bluwave.com,https://www.linkedin.com/company/bluwave-software/about/,"4391 Indian Trail-Fairview Road, Indian Trail, NC 28079, US"
Boostopia,Justin Winter,1-10 employees,Acquired,Founded: 2016,B2B SaaS,Horizontal,Analytics and BI,Startup,boostopia.com,https://www.linkedin.com/company/boostopia.io/about/,"Durham, NC"
Bridge Protocol,Stephen Hyduchak,11-50 employees,Self-funded,Founded: 2018,B2B SaaS,Horizontal,Cybersecurity,Small,www.bridgeprotocol.io,https://www.linkedin.com/company/bridge-protocol/about/,"2054 Kildaire Farm Rd, 351, Cary, North Carolina 27518, US"
Bridgera,Kamalesh Nayudu,51-200 employees,Self-funded,Founded: 2015,B2B SaaS,Horizontal,IT Mgt,Medium,www.bridgera.com,https://www.linkedin.com/company/bridgera-llc/about/,"500 W. Peace St. Raleigh, NC 27603, United States."
BriefingEdge Solutions,Null,1-10 employees,Acquired,Founded: 2001,B2B SaaS,Horizontal,Communications,Startup,www.briefingedge.com,https://www.linkedin.com/company/bridgera-llc/about/,"Hendersonville, NC"
"Brightly, formerly Dude Solutions",Kevin Kemmerer,501-1000 employees,Acquired,Founded: 1999,B2B SaaS,Horizontal,Business Mgt and ERP,Large,dudesolutions.com,https://www.linkedin.com/company/dude-solutions/about/,"11000 Regency Parkway, Suite 400, Cary, NC 27518, US"
Broadvine,Lexton Raleigh,11-50 employees,Acquired,Founded: 2008,B2B SaaS,"Entertainment, Hospitality, Travel",Analytics and BI,Small,broadvine.com,https://www.linkedin.com/company/broadvine/about/,"4140 Parklake Ave, Suite 530, Raleigh, NC 27612"
Cacti,Null,11-50 employees,Self-funded,Founded: 1996,B2B SaaS,Horizontal,Sales and Marketing,Small,www.cacticom.com,https://www.linkedin.com/company/cacti-inc/about/,"6521 Creedmoor Rd # 205, Raleigh, North Carolina 27613, US"
CaddieTech,Madhuri Sayyaparaju,1-10 employees,Self-funded,Founded: 2012,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Startup,www.caddietech.org,https://www.linkedin.com/company/caddietech/about/,"2530 Meridian Parkway , Durham, NC 27713, US"
Callback Technologies,Tony Hito,51-200 employees,Self-funded,Founded: 2017,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Medium,www.callback.com,https://www.linkedin.com/company/callback-technologies-inc/about/,"101 Europa Drive, Chapel Hill, NC 27517, US"
Castr.UK,Null,1-10 employees,Self-funded,Founded: 2014,B2B SaaS,Horizontal,IT Mgt,Startup,www.castr.us,https://www.linkedin.com/company/callback-technologies-inc/about/,"120 S. West Street, Raleigh, NC 27603"
Cayuse,Matt McLellan,201-500 employees,Acquired,Founded: 1994,B2B SaaS,Horizontal,Practice Management,Medium,cayuse.com,https://www.linkedin.com/company/cayuse/about/,"Raleigh, NC"
Cecilian Partners,"John Cecilian, Jr.",11-50 employees,Angel or Seed funding,Founded: 2019,B2B SaaS,Real Estate,Sales and Marketing,Small,www.cecilianpartners.com,https://www.linkedin.com/company/cecilianpartners/about/,"Raleigh, NC"
CenterEdge Advantage,Marcus Mayer,51-200 employees,Self-funded,Founded: 2004,B2B SaaS,"Entertainment, Hospitality, Travel",Business Mgt and ERP,Medium,centeredgesoftware.com,https://www.linkedin.com/company/centeredge-software/about/,"5050 Durham Road, Roxboro, NC 27574, US"
CentOS,Null,10001 + employees,Self-funded,Founded: 2004,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Large,centos.org,https://www.linkedin.com/company/the-centos-project/about/,"Raleigh, NC"
Cert-In Software Systems,Eric Davenport,1-10 employees,Self-funded,Founded: 1997,B2B SaaS,Construction,Practice Management,Startup,www.certin.com,https://www.linkedin.com/company/cert-in-software-systems-inc/about/,"Bakersville, NC"
Cetaris,Ric Bedard,11-50 employees,Self-funded,Founded: 1989,B2B SaaS,Horizontal,Business Mgt and ERP,Small,www.cetaris.com,https://www.linkedin.com/company/cetaris/about/,"2500 Regency Parkway, Cary, NC 27511"
ChannelAdvisor,David Spitz,501-1000 employees,Public,Founded: 2001,B2B SaaS,Retail,Business Mgt and ERP,Large,www.channeladvisor.com,https://www.linkedin.com/company/channeladvisor/about/,"3025 Carrington Mill Blvd., Morisville, NC 27560"
Chekhub,Jon Trout,11-50 employees,Self-funded,Founded: 2020,B2B SaaS,Horizontal,Business Mgt and ERP,Small,chekhub.com,https://www.linkedin.com/company/chekhub2020/about/,"Raleigh, NC"
Choiceflows,Sandra O. Archibald,1-10 employees,Self-funded,Founded: 2020,B2B SaaS,Horizontal,Analytics and BI,Startup,www.choiceflows.com,https://www.linkedin.com/company/choiceflows/about/,"Chapel Hill, NC"
Cicero,John Broderick,11-50 employees,Public,Founded: 1988,B2B SaaS,Horizontal,Analytics and BI,Small,www.ciceroinc.com,https://www.linkedin.com/company/cicero-inc./about/,"8000 Regency Parkway, Suite 542, Cary, NC 27518"
Cisco,Chuck Robbins,10001 + employees,Public,Founded: 1984,B2B SaaS,Horizontal,IT Mgt,Large,www.cisco.com,https://www.linkedin.com/company/cisco/about/,"7025 Kit Creek Road, Morrisville, NC 27560"
Citrix,Tim Minahan,5001-10000 employees,Public,Founded: 1998,B2B SaaS,Horizontal,Document Management,Large,www.citrix.com,https://www.linkedin.com/company/citrix/about/,"120 South West Street, Raleigh, NC 27603"
Classbyte,Null,1-10 employees,Self-funded,Founded: 2012,B2B SaaS,Healthcare,Practice Management,Startup,www.classbyte.com,https://www.linkedin.com/company/classbyte/about/,"8604 Cliff Cameron Drive, Suite 150, Charlotte, NC 28269"
Clinect Healthcare,Brian Schmitz,11-50 employees,Angel or Seed funding,Founded: 2012,B2B SaaS,Healthcare,Practice Management,Small,www.clinecthealthcare.com,https://www.linkedin.com/company/clinect-healthcare-inc-/about/,"15720 Brixham Hill Ave, Suite 300, Charlotte, North Carolina 28277, US"
Clinetic,Tom Kaminski,11-50 employees,VC-funded,Founded: 2017,B2B SaaS,Healthcare,Analytics and BI,Small,www.clinetic.com,https://www.linkedin.com/company/clinetic/about/,"630 Davis Drive, Suite 205, Durham, NC 27560"
CloudBudget,Robert Morrison,1-10 employees,Self-funded,Founded: 2012,B2B SaaS,Horizontal,Accounting and Finance,Startup,www.cloudbudget.com,https://www.linkedin.com/company/cloudbudget-com/about/,"600 Copperline Drive, #202, Chapel Hill, NC, 27516"
CloudGenera,Brian Kelly,11-50 employees,VC-funded,Founded: 2012,B2B SaaS,Horizontal,IT Mgt,Small,www.cloudgenera.com,https://www.linkedin.com/company/cloudgenera-inc/about/,"1701 N Graham St., Suite 110, Charlotte, NC 28206"
Collateral Velocity,Harry Bhagat,1-10 employees,Other,Founded: 2018,B2G,Government,Business Mgt and ERP,Startup,collateralvelocity.com,https://www.linkedin.com/company/collateral-velocity/about/,"222 S. Church Street, Suite 10,, Charlotte, NC 28202"
CollegePlannerPro,Valerie Kaskovich,1-10 employees,Acquired,Founded: 2010,B2B SaaS,Education,Practice Management,Startup,www.collegeplannerpro.com,https://www.linkedin.com/company/collegeplannerpro/about/,"Raleigh, NC"
Comput-Ability,Michael Mcmillin,1-10 employees,Self-funded,Founded: 1988,B2B SaaS,Construction,Sales and Marketing,Startup,comput-ability.com,https://www.linkedin.com/company/comput-ability/about/,"8301 University Exec. Park Drive, Suite 112, Charlotte, NC 28262"
Connect(x) Healthware,Null,11-50 employees,Self-funded,Founded: 2005,B2B SaaS,Healthcare,Business Mgt and ERP,Small,www.connectxhealthware.com,https://www.linkedin.com/company/connect-x-healthware-llc/about/,"8115 Market Street, Suite 300, Wilmington, NC 28411, US"
Consolidated Asset Recovery Systems,Stacey Brantley,51-200 employees,Acquired,Founded: 2005,B2B SaaS,Financial Services,Practice Management,Medium,ez-recovery.com,https://www.linkedin.com/company/consolidated-asset-recovery-systems/about/,"4800 Six Forks Road, Suite 350, Raleigh, NC 27609"
Contract Hound,Jordan Shamp,1-10 employees,Self-funded,Founded: 2016,B2B SaaS,Horizontal,Document Management,Startup,www.contracthound.com,https://www.linkedin.com/company/contract-hound/about/,"800 Park Offices Dr, Durham, North Carolina 27709, US"
Corevist,Sam Bayer,51-200 employees,VC-funded,Founded: 2008,B2B SaaS,Manufacturing,eCommerce,Medium,www.corevist.com,https://www.linkedin.com/company/corevist/about/,"7474 Creedmoor Road #108, Raleigh, NC 27613, United States"
Coworks,DeShawn Brown,11-50 employees,Angel or Seed funding,Founded: 2016,B2B SaaS,Real Estate,Practice Management,Small,www.coworks.com,https://www.linkedin.com/company/coworks-app/about/,"310 S Harrington St, Raleigh, North Carolina US"
"Crispin, A Sony Group Company",Sara DeVaney Biron,11-50 employees,Acquired,Founded: 1997,B2B SaaS,Horizontal,IT Mgt,Small,crispincorp.com,https://www.linkedin.com/company/crispin-corporation/about/,"600 Wade Ave, Raleigh, NC 27605, US"
CRM_A,Matthew B. Rank,11-50 employees,Self-funded,Founded: 2018,B2B SaaS,Financial Services,Practice Management,Small,www.crma.com,https://www.linkedin.com/company/crma-credit-analytics/about/,"1130 Situs Ct, Raleigh, North Carolina 27606, US"
Cruxos,William Stalnaker,11-50 employees,Self-funded,Founded: 2010,B2B SaaS,Horizontal,Practice Management,Small,www.cruxos.com,https://www.linkedin.com/company/cruxos/about/,"130 Penmarc Dr, Suite 105, Raleigh, North Carolina 27603, US"
CureMint,Brandon McCarty,11-50 employees,Angel or Seed funding,Founded: 2017,B2B SaaS,Healthcare,Accounting and Finance,Small,www.CureMint.io,https://www.linkedin.com/company/curemintinc/about/,"201 W Main St., Suite #308, Durham, North Carolina 27701, US"
Cycle Labs,Josh Owen,11-50 employees,VC-funded,Founded: 2021,B2B SaaS,"Logistics, Supply Chain, Transportation",On-Demand Services,Small,cyclelabs.io,https://www.linkedin.com/company/cycle-labs/about/,"Raleigh, NC"
Cymantix,Kevin Henson,11-50 employees,Self-funded,Founded: 2021,B2B SaaS,Horizontal,AI and Machine Learning,Small,www.cymantix.com,https://www.linkedin.com/company/cymantix/about/,"Chapel Hill, NC"
Cymatic.io,Jason Hollander,11-50 employees,Angel or Seed funding,Founded: 2016,B2B SaaS,Horizontal,Cybersecurity,Small,cymatic.io,https://www.linkedin.com/company/cymaticio/about/,"4242 Six Forks Rd, Raleigh, North Carolina US"
Data443 Risk Mitigation,Jason Remillard,11-50 employees,Self-funded,Founded: 2017,B2B SaaS,Horizontal,Cybersecurity,Small,www.data443.com,https://www.linkedin.com/company/data443-risk-mitigation-inc/about/,"101 Morris Commons Lane, Suite 105, Morrisville, NC 27560"
